Time, Drone_ID, X, Y, Z
0.26,1,5.2619155324205237e-20,8.85539040571807e-20,-1.574331279351887e-06
0.26,2,1.0,-3.332606839103171e-20,-1.574331279351887e-06
0.28,1,5.2619155324205237e-20,8.85539040571807e-20,-1.574331279351887e-06
0.28,2,1.0,-3.332606839103171e-20,-1.574331279351887e-06
0.30000000000000004,1,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07
0.30000000000000004,2,1.0,-5.869046449592955e-20,-5.719148078661696e-07
0.32,1,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07
0.32,2,1.0,-5.869046449592955e-20,-5.719148078661696e-07
0.34,1,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07
0.34,2,1.0,-5.869046449592955e-20,-5.719148078661696e-07
0.36000000000000004,1,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07
0.36000000000000004,2,1.0,-5.869046449592955e-20,-5.719148078661696e-07
0.38,2,1.0,-5.869046449592955e-20,-5.719148078661696e-07
0.38,1,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07
0.4,1,-3.0205209387241994e-05,3.0271023864122594e-05,7.286029724957663e-05
0.4,2,1.0000282737081905,-2.8336420584065565e-05,7.217458216611516e-05
0.42000000000000004,2,1.0001018057046829,-0.00010430594502001778,0.0004889122182229547
0.42000000000000004,1,-0.00011035959303698008,0.00011291572719640068,0.0004909844947186097
0.44,1,-0.00021068970655201472,0.000229635333154299,0.0013590132700756277
0.44,2,1.0001929991238974,-0.00021169169390024734,0.0013551047211437899
0.46,1,-0.0003036630420739924,0.00037193623570348707,0.0026944893026393107
0.46,2,1.0002766724652357,-0.00034428361503907015,0.0026883252376331337
0.48000000000000004,2,1.0003160993514857,-0.0005140216664541085,0.004497489542336305
0.48000000000000004,1,-0.00035058991671563905,0.0005498963863407561,0.004506359523676048
0.5,1,-0.00031443363896460673,0.0007733902925206632,0.006800110584386905
0.5,2,1.000275604821255,-0.0007321843621220852,0.006788659120035057
0.52,1,-0.00015006523591661828,0.0010577967462734334,0.009541153390216151
0.52,2,1.0001114887384197,-0.0010215821877741355,0.00955826692881099
0.54,2,0.9997663190386615,-0.0013905471386355941,0.012741249802453638
0.54,1,0.00017471651719381436,0.001409326972540416,0.012579430354086412
0.56,1,0.0006584886046986506,0.0018415227408977533,0.015765019238088953
0.56,2,0.9992030275780065,-0.0018619340171898277,0.016257663256467728
0.5800000000000001,1,0.0013230337085995934,0.002355850942958821,0.019015543580710722
0.5800000000000001,2,0.9983659314124103,-0.0024664966013203758,0.020060433672586194
0.6000000000000001,2,0.9969728349310906,-0.0033831576870538924,0.024190511853237288
0.6000000000000001,1,0.0023409954572871493,0.0030208600959755654,0.022279070306040847
0.62,1,0.003974940341233214,0.004000570625234019,0.02573545575000566
0.62,2,0.9948447117407571,-0.004749239198829658,0.028945832879095898
0.64,1,0.006332819838592116,0.005375690515670038,0.029732417137666188
0.64,2,0.9919516681261487,-0.006580445557435638,0.03457059433265411
0.66,1,0.009469657733742034,0.007189390632748769,0.03448612397776041
0.66,2,0.9881210485519585,-0.00904768122283248,0.04112386932390705
0.68,1,0.013484332424897091,0.009546350263533471,0.04008460714336522
0.68,2,0.9833120114789344,-0.012209164684516584,0.04865430940520629
0.7000000000000001,1,0.01839754718739172,0.012470834633072341,0.04661723761853792
0.7000000000000001,2,0.9774868032916768,-0.01614032323155798,0.05719380656703199
0.7200000000000001,1,0.024282137264433738,0.0159913792949411,0.05406899911184708
0.7200000000000001,2,0.9705954563498982,-0.02095018389863098,0.06674140755812251
0.74,1,0.031146459565898125,0.02013790285559958,0.0624491820554779
0.74,2,0.962666299341464,-0.02666676190999058,0.07725019442645169
0.76,1,0.03876135969939468,0.02503875588765498,0.07164744145198053
0.76,2,0.9538786073937191,-0.03329242076008799,0.0884034205297357
0.78,1,0.046737846166496747,0.030885181700520417,0.08126780600219226
0.78,2,0.9445588249724184,-0.040745327757092456,0.09965355772606978
0.8,1,0.054730709013658854,0.037636618499326535,0.09110639946021953
0.8,2,0.935336313658646,-0.04864634960532017,0.11084405022696146
0.8200000000000001,1,0.06231144713305201,0.045000030172339056,0.10115232316256624
0.8200000000000001,2,0.926658109233732,-0.05665242506327974,0.12194954101633354
0.8400000000000001,1,0.06922588926868661,0.05284182636572714,0.11133559451903821
0.8400000000000001,2,0.9186049116300448,-0.06461883554897252,0.13295648733790752
0.8600000000000001,1,0.07551620939614466,0.06105565193356545,0.12151275879114677
0.8600000000000001,2,0.9111716094386488,-0.07247694142107751,0.14390126805608447
0.88,1,0.08099862958599642,0.06936799524860808,0.1317001753301192
0.88,2,0.9043362420188961,-0.0800922107955664,0.15487165413638118
0.9,1,0.08550804643871618,0.07754877162828798,0.14198477918317026
0.9,2,0.8979788958533798,-0.08740886123849889,0.16597310813478564
0.92,1,0.08930868350530685,0.08558493590238395,0.15237053505781895
0.92,2,0.89185297661753,-0.09453800842694442,0.1772261841153645
0.9400000000000001,1,0.09251939481846655,0.09342572450573863,0.1629235023035607
0.9400000000000001,2,0.8857970589816281,-0.10152638553233788,0.18866228475959584
0.9600000000000001,1,0.09523698612054765,0.10110112761264566,0.17373903431656418
0.9600000000000001,2,0.879660569249656,-0.10845053449033208,0.20027258992155522
0.9800000000000001,1,0.09805666194152296,0.1087048735994569,0.18482079312956207
0.9800000000000001,2,0.8733363242877487,-0.115381513741007,0.2120111555068846
1.0,1,0.1011402378323502,0.11626135980953635,0.1961297410009934
1.0,2,0.8667932567067005,-0.12233770475469438,0.22382915532047787
1.02,1,0.10449372980772623,0.12377407384540363,0.20761189045941975
1.02,2,0.8600361466465458,-0.1293282246603553,0.23567368619992102
1.04,1,0.10819921029810017,0.1312719506656486,0.21920429083334755
1.04,2,0.853094017186538,-0.1363580545199711,0.24748673049288947
1.06,1,0.11222272940465132,0.13875759476140279,0.2308789085858763
1.06,2,0.8460311868938976,-0.14340385124273813,0.2592179267072467
1.08,1,0.11670418423124163,0.14618452831041465,0.2425594772275706
1.08,2,0.838948906750959,-0.15040944666433637,0.2708721985501267
1.1,1,0.12156588590304786,0.1535388029298254,0.25419728458526325
1.1,2,0.8319020033538831,-0.15736844088118873,0.2824520299530384
1.12,1,0.12666255650462516,0.1608106291692596,0.26577224333228905
1.12,2,0.8249103039954206,-0.16429052149116927,0.29397119940566413
1.1400000000000001,1,0.13201168232474658,0.1679957063650068,0.2772347219675081
1.1400000000000001,2,0.8179846042654614,-0.1711880251124559,0.30544419130388945
1.16,1,0.13748163487658216,0.17510014477814095,0.28858139467743427
1.16,2,0.8111286510484691,-0.17806992607326816,0.31686829647078907
1.18,1,0.14273244884230907,0.1821298078002735,0.2998861498049666
1.18,2,0.8043569478517261,-0.1849222882288932,0.32827001062711036
1.2,1,0.1477859869266118,0.1891081054732243,0.31113246508611714
1.2,2,0.7976425938802975,-0.19176774104309224,0.33965617589725855
1.22,1,0.1526421897735199,0.19607618840971897,0.32232841208044183
1.22,2,0.7909589511552833,-0.1986198221177281,0.3510321675550134
1.24,1,0.15736358219580202,0.203052236285919,0.3334856242431667
1.24,2,0.7842847162807297,-0.20548890390132263,0.36238782734203057
1.26,1,0.1618574250812582,0.21006049638948138,0.3446298763587571
1.26,2,0.7776154617680086,-0.21236386327662082,0.3737185222069666
1.28,1,0.16607376660462744,0.21711158085680626,0.3557786420867187
1.28,2,0.7709494918920985,-0.21923316148405927,0.38502713990100934
1.3,2,0.7642746439303743,-0.22610244097378604,0.3963103906676807
1.3,1,0.17013499815823935,0.22420888788292279,0.3669155951405008
1.32,1,0.1740557640373274,0.2313549608602219,0.3780411778199645
1.32,2,0.7575852310684137,-0.23297179635801177,0.40756631201451266
1.34,1,0.17786644010617741,0.2385404255206407,0.3891625162259002
1.34,2,0.7508792598739833,-0.23984157192047867,0.4187768722858649
1.36,2,0.7441837750375626,-0.24668344332667724,0.4299524964954635
1.36,1,0.18169681190493028,0.24574643626515866,0.40026980519850885
1.38,2,0.7375027528596526,-0.2534981792511488,0.44109711271363816
1.38,1,0.18557341882348194,0.2529555838106183,0.41135665418753015
1.4,1,0.189505924453548,0.2601550558540799,0.42241651899494
1.4,2,0.7308282992771862,-0.2602967484490659,0.45221468937209197
1.42,1,0.19351314214774593,0.2673447347818979,0.4334371436799658
1.42,2,0.7241583263814172,-0.26708563137124514,0.46330664928164106
1.44,1,0.19758832120707018,0.2745106635756143,0.4444096527471992
1.44,2,0.7174950325615126,-0.2738668239335257,0.47436537718818217
1.46,1,0.2017400935812839,0.28162235073497754,0.45533883345693305
1.46,2,0.7108521349856716,-0.2806288735111749,0.4854018018393558
1.48,1,0.20595266848168384,0.28869315158385556,0.46622512609297123
1.48,2,0.704222108675396,-0.287382336222458,0.4964178169282437
1.5,1,0.21020911698055633,0.29573190383599135,0.4770746604892953
1.5,2,0.6975979880663052,-0.2941343790431794,0.5074167389376767
1.52,1,0.2145474440100749,0.30274987231049216,0.4878773769579924
1.52,2,0.6909710812712606,-0.3008949925391133,0.5183857239818342
1.54,1,0.2188729913325317,0.30975025505628295,0.4986510293646602
1.54,2,0.6843544389818736,-0.3076489072081784,0.529322803934317
1.56,1,0.22310967249152233,0.3167340239660656,0.5094075152811965
1.56,2,0.6777603111149422,-0.3143832075791488,0.5402362533851014
1.58,1,0.22729232880534847,0.32371308190740694,0.5201351253133256
1.58,2,0.6711768031431249,-0.3211097189721288,0.5511253962720966
1.6,1,0.23140661035590643,0.33069642061530363,0.5308400080557709
1.6,2,0.6646006795942152,-0.3278293743263151,0.5619967103700297
1.62,1,0.23549193747823105,0.3376921780413776,0.5415124568108685
1.62,2,0.658022029916759,-0.3345529976058138,0.5728364911913659
1.6400000000000001,1,0.23950892391246134,0.34469118741560306,0.5521591243971866
1.6400000000000001,2,0.6514539147437453,-0.3412644482876856,0.5836446154450127
1.6600000000000001,1,0.24342303122858144,0.3516856698745921,0.5627898014652034
1.6600000000000001,2,0.644907804261767,-0.34795231783218356,0.5944300292797132
1.6800000000000002,1,0.24728351415946498,0.35868222212338197,0.5733975323154783
1.6800000000000002,2,0.6383708585655073,-0.35463046171426005,0.6051921400168079
1.7000000000000002,1,0.2510983388398413,0.36568226581416524,0.5839833903383107
1.7000000000000002,2,0.6318385091254385,-0.3613022797973194,0.6159349064934851
1.7200000000000002,1,0.2548826888746004,0.3726880027409432,0.5945341301430705
1.7200000000000002,2,0.6253046368444624,-0.3679756862064277,0.6266428430285332
1.74,1,0.25864570855812535,0.37967848794318654,0.6050532455146409
1.74,2,0.6187871150832623,-0.374631021618517,0.6373225769156707
1.76,1,0.26239393997215604,0.38665043379530983,0.6155458140324127
1.76,2,0.6122884514261988,-0.3812674062964427,0.6479790570150868
1.78,2,0.6057972522373539,-0.38789646553768165,0.6586136696428417
1.78,1,0.26614223236758516,0.39361242215977793,0.6260149266746612
1.8,1,0.26990214481745745,0.40056752609737667,0.6364620865532962
1.8,2,0.5993099022388416,-0.3945216163813264,0.6692291019814286
1.82,1,0.273679875075851,0.4075201866704393,0.6468785958592771
1.82,2,0.5928229109562171,-0.40114757154432823,0.6798136174992586
1.84,1,0.2774530777842574,0.41445634668590003,0.657272973348654
1.84,2,0.5863503400929334,-0.40775842830150894,0.6903754304778509
1.86,1,0.2812224278036504,0.42138030412390287,0.6676458840590072
1.86,2,0.5798896819429851,-0.41435842605132234,0.7009167531904295
1.88,1,0.28499486247964045,0.42830029118093527,0.6779974441148253
1.88,2,0.573432159319164,-0.42095551951345467,0.7114384621496808
1.9,1,0.28879188557100227,0.43522290559675625,0.6883169862369398
1.9,2,0.5669712253774766,-0.4275568254624732,0.7219279940807044
1.92,1,0.29256716944403155,0.44213511053327587,0.6986122007269199
1.92,2,0.5605227803237294,-0.4341451809431,0.7323865407009392
1.94,1,0.29629003654247665,0.449029955864335,0.7088894256871415
1.94,2,0.5540961940378348,-0.4407116018316646,0.7428216685055475
1.96,2,0.5476795382428294,-0.4472683991355413,0.7532338605334473
1.96,1,0.29998441496639777,0.45591719194102487,0.719143515319746
1.98,1,0.3036557011372021,0.4628008908395786,0.7293757085888223
1.98,2,0.5412680953084702,-0.4538197110651723,0.7636255262737135
2.0,1,0.3073119337879026,0.4696824823821696,0.7395779366222957
2.0,2,0.5348598935846247,-0.46036837761210864,0.7739867930259153
2.02,1,0.31091692714660674,0.4765505801270426,0.7497616632710474
2.02,2,0.5284675320060277,-0.46690048293062353,0.7843258040380792
2.04,1,0.3144816187741575,0.48340868399966086,0.7599277502342193
2.04,2,0.5220870401861547,-0.4734212042153114,0.7946451202685478
2.06,1,0.3180224340631765,0.4902643866831539,0.7700765248636009
2.06,2,0.5157106766245945,-0.4799376954337085,0.8049474335897009
2.08,1,0.32155315536877577,0.4971241998170385,0.780202656049032
2.08,2,0.5093312669217408,-0.48645780635505514,0.8152253059917193
2.1,1,0.3250723956658492,0.503980968039931,0.7903002700074938
2.1,2,0.5029555950093597,-0.49297417643123176,0.8254707252540704
2.12,1,0.3285576485973582,0.5108197130613723,0.8003782967074119
2.12,2,0.4966005587070946,-0.4994688540801827,0.8356940483007254
2.14,1,0.33202475232174655,0.5176490864649158,0.8104351585904133
2.14,2,0.49025702802056365,-0.50595297813098,0.8458946033357121
2.16,1,0.33548042849351956,0.5244723725770911,0.8204742068597808
2.16,2,0.48392036029306335,-0.5124295296899879,0.856077859691298
2.18,1,0.338941632410248,0.5312968486419707,0.8304892004947402
2.18,2,0.4775834113248171,-0.5189074656530722,0.8662360560599827
2.2,1,0.34239874866532904,0.5381158041408255,0.840476521900214
2.2,2,0.47125216457341224,-0.5253794102459488,0.876362188559237
2.22,1,0.3458214074486244,0.5449152207008156,0.8504459632788168
2.22,2,0.46494244604748425,-0.5318288803210933,0.8864670553069779
2.24,1,0.3492270016319564,0.5517048265465921,0.860394139985226
2.24,2,0.458643881891887,-0.5382682494521001,0.896549927162072
2.26,1,0.3526204543876601,0.5584888251732055,0.870323472013379
2.26,2,0.4523508088670084,-0.5447015168597585,0.9066149137139448
2.2800000000000002,1,0.35602108528984533,0.5652742273115359,0.8802239267122571
2.2800000000000002,2,0.4460566080437389,-0.5511370270083787,0.9166498810469407
2.3,1,0.35939782236257567,0.5720479576252703,0.8901004656808221
2.3,2,0.4397742308812012,-0.5575600440429633,0.9266557747194604
2.32,1,0.36273202989444314,0.578804045563232,0.8999585251551239
2.32,2,0.43351163820694383,-0.563963242393398,0.9366398947020459
2.34,2,0.4272571256514384,-0.5703587752265431,0.9466024183568497
2.34,1,0.3660453867627714,0.5855526785936054,0.9097952223462289
2.36,1,0.3693434264741279,0.5922978702733028,0.919612350170914
2.36,2,0.42100628918997585,-0.5767505027059258,0.9565457288367184
2.38,1,0.37264013501107063,0.5990438089768044,0.9293985028403394
2.38,2,0.41475489551085665,-0.5831435864267406,0.9664556105734272
2.4,1,0.37590012688453023,0.6057741323425516,0.9391637460963125
2.4,2,0.40852046919205764,-0.5895186847315115,0.9763403410207772
2.42,1,0.37912570550548585,0.6124901615861317,0.9489095150003504
2.42,2,0.40230201669338395,-0.5958782324118443,0.9862030176058862
2.44,2,0.3960898003129669,-0.6022314809005431,0.9960456906923558
2.44,1,0.38233385443524137,0.6192010473258264,0.9586350526087063
2.46,1,0.3855319974074462,0.6259102595891831,0.9683400920605878
2.46,2,0.3898797360509762,-0.6085827041006222,1.0058675658124354
2.48,1,0.3887224010178823,0.6326166860215777,0.9780188230242162
2.48,2,0.3836729698700312,-0.6149311061716196,1.0156608241578622
2.5,1,0.3918831244297631,0.6393093665281123,0.9876795777583026
2.5,2,0.3774811532047709,-0.6212638654992747,1.0254338870593873
